id_message,message,posted_on,id_disc,id_user
265,"Bonjour,
Les données peuvent contenir, pour un même libellé de personne morale, un SIREN fictif pour certaines parcelles et un SIREN existant pour d'autres.
Par exemple, la personne morale ""ETAT MINISTERE DE LENSEIGNEMENT SUPERIEUR ET DE LA RECHERCH"", est à la fois associée au SIREN 110044013 et au SIREN fictif U11216427 selon la parcelle :
Parcelle 31555812AL0005 => SIREN 110044013
Parcelle 31555813AB0430 => SIREN U11216427
Pouvez-vous m'indiquer comment relier un SIREN fictif à un SIREN existant ? Avez-vous un fichier de correspondance accessible également en opendata ?
Avec mes remerciements.",2022-02-01 11:58:16,111,106
266,"Bonjour,
Le numéro SIREN fictif est un identifiant de substitution, interne à la DGFiP, attribué aux personnes morales pour lesquelles le numéro siren n'a pas pu être rapproché ou n’existe pas.
Des opérations de fiabilisation des personnes morales sont en cours pour permettre le rapprochement  entre la personne qui dispose d'un numéro siren et la même personne avec un identifiant fictif.
Dans l'attente, il n existe aucune table de correspondance entre les deux données.
Cordialement",2022-02-03 14:56:20,111,106
267,discussion close,2022-02-10 13:32:35,111,106
268,"Bonjour, 
Je ne trouve pas de données pour le département 21 dans le fichier des parcelles (situation 2021)-dept 01 à 61.zip. Est-ce normal ?
Merci",2021-12-13 12:01:17,112,98
269,"Bonjour,

je confirme l'absence des données pour le département 21 alors qu'elles étaient bien présentes dans la version 2020.",2021-12-14 11:12:35,112,98
270,"Bonjour,
L'erreur a été corrigée. Le fichier des parcelles millésime 2021 comprend désormais les données du département 21.
Cordialement",2021-12-16 09:48:23,112,98
271,Il semblerait que la donnée de surface soit disponible dans la base MAJIC mais pas en open data. Pourriez vous m'éclairer et me dire s'il est possible de récuéprer la surface de chaque local pour chaque propriétaire ?,2021-11-18 11:12:19,113,107
272,"Bonjour,
La surface des locaux est une donnée couverte par le secret fiscal. Il n' est donc pas possible de la publier en open data.
Cordialement,",2021-11-18 17:15:30,113,107
273,discussion close,2022-06-20 08:36:24,113,107
274,"Bonjour,
Je remarque que de nombreuses parcelles appartenant pourtant à des personnes morales et dont les différentes sessions ont eu lieu bien avant 2019 ne figurent pas dans ces données.
En effet, en demandant des relevés de propriété aux Impôts ces parcelles appartiennent bien à une personne morale.
Y a t'il eu une erreur lors du chargement de vos données ?
Cordialement.",2021-11-05 14:32:11,114,97
275,"Bonjour,
Les raisons de l'absence de ces parcelles dans les fichiers sont souvent dues au fait que la forme juridique de la société ne permet pas la diffusion d'informations sur le patrimoine de celle-ci (données appartenant à des entrepreneurs individuels par exemple, ...)
Cordialement,",2021-11-05 16:01:13,114,97
276,"Bonjour,
Il s'agit pourtant de SAS indiquées dans le relevé.
Cordialement.",2021-11-05 16:17:47,114,97
277,"Bonjour Laura,
Je vous confirme que pour le departement 83 par exemple la base n'est absolument pas à jour. Rien que dans ma rue, il devrait y avoir une vingtaine de SCI, or seulement 3 figurent dans la base.
Pour le moment, cette base n'est donc pas encore au point. 
Elle a toutefois le mérite de démarrer le processus, gageons qu'elle s'améliorera au fil du temps.",2022-02-02 16:14:28,114,97
278,"Bonjour,

existe-t-il une API pour récupérer ces données autrement que via le téléchargement de fichier ? comment peut on être notifié de la disponibilité de nouvelles données ?

merci d'avance, cordialement, Stéphane.",2021-10-07 14:09:26,115,108
279,"Bonjour,
Pour l'instant, non, malheureusement,
Concernant le mises à jour, il est possible de les suivre sur data.economie.gouv.fr (l'autre plateforme open data sur laquelle les jeux DGFiP sont disponibles) : https://data.economie.gouv.fr/explore/dataset/fichiers-des-locaux-et-des-parcelles-des-personnes-morales/information/
Bien à vous,
",2021-10-07 14:28:38,115,108
280,"Bonjour,
Voir ici: https://geoservices.sogefi-sig.com/documentation.php?doc=api_openmajic_v2
Bruno",2022-01-07 15:59:09,115,108
281,Discussion close,2022-01-11 09:23:17,115,108
282,"Bonjour,

Pour le fichier sur les locaux, serait-il possible de rajouter le type de local (logement/bureau/usine/autre) ?
Cette donnée est précieuse pour nos analyses.
Merci.",2021-09-16 15:12:15,116,109
283,"Bonjour,
La donnée ""nature de local"" qui contient des informations telles que ""maison, établissement industriel, local professionnel, ...."" est couverte par le secret fiscal dans la mesure où elle a été recueillie par la DGFiP auprès des propriétaires, dans l'exercice de ses missions fiscales.
Elle n'est pas disponible en open data.
Cordialement,",2021-09-20 11:51:11,116,109
284,"Bonjour
J'ai trouvé un exemple de parcelle cédée à une personne morale en novembre 2019 qui n'est pas présente dans les fichiers 2020
Les données 2020 sont elles vraiment de 2020 ? Quand aura lieu la mise à jour 2021 ?
Merci",2021-08-24 16:48:33,117,110
285,"Bonjour,
Nous vous confirmons que les fichiers mis en ligne sont bien en situation du 1er janvier 2020. Il est néanmoins nécessaire, pour qu'une mutation de propriété de 2019 soit prise en compte dans nos fichiers, que celle-ci soit publiée au fichier immobilier des services de la publicité foncière avant la date de déchargement des données (avril mai).
Par ailleurs, nous vous précisons que les données 2021 devraient être disponibles fin octobre - début novembre.
Cordialement",2021-09-03 09:09:21,117,110
286,discussion close,2021-09-20 11:51:36,117,110
287,"Bonjour, 

Pourriez-vous m'indiquer s'il y a une table de correspondance pour le niveau des locaux? 
Je vois beaucoup de valeur entre 70 et 99...

Cordialement,",2021-05-25 07:59:03,118,111
288,"Bonjour,

Je me joins à la question de Mr Challandard au sujet des niveaux des locaux.

Pourriez-vous également m'indiquer à quoi correspondent les informations mises dans la colonne ""Bâtiment (identification du local) ?

Bien à vous,",2021-05-28 10:57:49,118,111
289,"Monsieur Challandard,
Le code niveau est, en principe, déterminé de la manière suivante:
- le rez de chaussée est affecté des chiffres 00 ;
- les étages et les entresols sont numérotés en partant de l'unité (01, 02, etc.) dans l'ordre où ils sont rencontrés en montant dans les étages, le numérotage étant continu ;
- les sous-sols sont numérotés, à partir de 81, dans l'ordre où ils sont rencontrés en descendant les niveaux.
Cordialement",2021-06-03 10:41:43,118,111
290,"Monsieur Caceres,
Toutes les maisons ou constructions individuelles, ainsi que tous les immeubles collectifs (bâtiment principal ou corps de bâtiment assimilé à un bâtiment principal) sont repérés par un ""code bâtiment"", même si la propriété sur laquelle ils sont établis ne comporte qu'une seule construction.
Au sein d'une même propriété (maison individuelle ou ensemble immobilier) tout corps de bâtiment ayant reçu une adresse distincte est identifié par un code distinct, même si les bâtiments sont identifiés au plan par des références cadastrales différentes. 
Cordialement",2021-06-03 10:45:04,118,111
291,discussion close,2021-06-08 15:29:24,118,111
292,"Bonjour !
Merci pour cette mise à disposition très précieuse.
Les données des années précédentes (2018 et avant) seront elles mises en ligne dans le futur ?
Bien à vous,
PDP",2021-03-30 14:19:54,119,112
293,"Bonjour,
il n'est pas prévu de mettre en ligne les fichiers des locaux et des parcelles des personnes morales pour les années précédentes (2018 et antérieures).
Cordialement,",2021-03-30 16:59:02,119,112
294,discussion close,2021-04-08 10:22:41,119,112
295,"Bonjour,

Je constate que depuis quelques semaines, la base de données a vu la disparition de plus de 30 000 lignes. Elle comportait avant 247 846 lignes il y a quelques semaines, elle comporte maintenant 215 154 lignes.
On passe de 6 169 centres référencés à 5 504 centres.

Est-ce un problème technique de votre côté ? Un nettoyage de la base ? 
Quelle est la raison de cette disparition de près de 600 centres et 30 000 lignes ?

Merci d'avance.
",2023-10-29 09:33:05,120,113
296,"Bonjour
Le fichier REI permet-il de retrouver le nombre de résidences principales transmit par l'administration fiscale pour le calcul du taux SRU d'une commune ?
La loi solidarité et renouvellement urbain (SRU) oblige les communes de plus de 3500 habitants à disposer d’un nombre minimum de logements sociaux, proportionnel à leur parc résidentiel.
L'article L302-5 du Code de la construction et de l'habitation fixe le taux de logements sociaux à réaliser et son mode de calcul.
Cet article précise ""Les résidences principales retenues pour l'application du présent article sont celles qui figurent dans la liste transmise par l'administration fiscale principalement issue de la déclaration des propriétaires prévue à l'article 1418 du code général des impôts ..."".
Cordialement",2023-10-27 09:21:01,121,114
297,"Bonjour,

J'ai bien parcouru plusieurs fichiers REI mais impossible d'identifier la colonne de la TFPB (Taxe Foncière des Propriétés Bâties), même avec la recherche par mots-clés ! Quelqu'un aurait une idée de la colonne correspondante ?",2023-10-26 14:23:18,122,115
298,"Dans le fichier REI_2022.xlsx, pouvez-vous m'indiquer la colonne qui donne la TFPB et la TFPNB ?",2023-09-16 17:01:36,123,116
299,"Bonjour,

Avez-vous pu identifier la colonne correspondant à la TFPB ?",2023-10-26 14:21:45,123,116
300,"Oui j'ai pu l'identifier. En fait, le nom exact de la colonne est par exemple pour le taux : FB - COMMUNE / TAUX NET. Merci",2023-10-26 20:20:59,123,116
301,"Bonjour,

Les numéros de variables indiqués dans le fichier TRACE_REI_2022 ne correspondent pas à l’ordre des colonnes du fichier REI_2022.

Les fichiers précédents maintenaient cette bonne correspondance, ceci étant nécessaire à l’automatisation d’import en base de données.

Pouvez-vous corriger ?

Cordialement",2023-08-10 13:15:53,124,117
302,"Le décalage était de notre fait. Désolé pour le bruit.

Bonne journée et merci pour votre travail !",2023-08-11 09:50:24,124,117
303,"Bonjour
Pour 2022 votre fichier TRACE_REI_2022 indique 1180 colonnes 
Vous devriez le vérifier il n'en compte que 1179 la colonne 1001  WE19 FB - ALLOCATION COMPENSATRICE - EXONERATIONS dans la ZF DOM / INTERCOMMUNALITE n'existe pas, sauf erreur de ma part.

Cordialement
",2023-08-09 08:42:27,125,50
304,"Bonjour,
Le fichier REI_2022 compte bien 1180 colonnes. La variable WE19 (1001) correspond à la colonne ALM.
Bien cordialement.",2023-08-09 13:03:07,125,50
305,"Bonjour

Effectivement ....il s'agit d'une erreur de manip de mon côté car je dois découper le fichier pour pouvoir le lire en Libre office et la colonne a sauté.
Désolé mais vous devriez tout de même envisager de permettre un accès par département et penser à ceux qui professionnellement utilise libre office et n'ont que 1023 colonnes.
Enfin j'ai vérifier la partie lissage TF sur le RG TF 2022 de mon département et les montants ne correspondent pas.

Cordialement",2023-08-09 13:10:33,125,50
306,"Bonjour
Inspecteur Divisionnaire au sein de la DDFIP du Lot et dans le respect des directives nous utilisons LIBRE OFFICE (gratuit) et non excel.
Je suppose que vous devez savoir que votre fichier REI comporte 1180 colonnes alors que libre office bloque à 1024 colonnes.
La dernière colonne dont je dispose est ""CFE - ALLOCATION COMPENSATRICE - EXONERATION DANS LES QPV / INTERCOMMUNALITE"" 1024 il me manque donc 157 colonnes.Pourriez vous me dire ou est la solution?
Je précise que les données REI proviennent souvent des données de la DGFIP (qui centralise les données des DDFIP),.
Certaines données ne sont pas directement lisibles dans les départements donc ce fichier peut être très utile pour accompagner les collectivités et vérifier certains calculs.
Vous ne trouvez pas ce problème légèrement ...disons ridicule?
Cordialement",2023-07-24 05:40:18,126,50
307,"Bonjour,
Au delà des bases et des taux, il serait peut-être intéressant de lire les ratios de recettes par rôle en ajoutant une colonne ?
Cordialement",2023-06-04 10:22:47,127,118
308,"Bonjour, 
j'observe pour certaines communes certains chiffres que je n'arrive pas à comprendre. 
Par exemple, pour Antibes (code INSEE 06004), il est indiqué une valeur non nulle (2187486) pour le montant réel de la majoration des résidences secondaires (variable MTMAJOTHRS), alors que la commune n'est pas en surtaxe des résidences secondaires (COMTHRS = 0)
Merci d'avance pour vos explications.",2022-09-13 10:15:22,128,119
309,Je précise que l'exemple donné concerne l'année 2015.,2022-09-13 10:17:39,128,119
310,"Bonjour,
J'avais pris l'habitude de traiter les données de juillet de chaque année. Or je constate que chaque année le jeu de donnée est mis à jour en décembre. Les différences sont-elles conséquentes ? De quel ordre ? Merci.",2022-07-28 09:10:10,129,120
311,"Bonjour,
Les données 2021 qui ont été mises en ligne sont définitives. Aucune nouvelle publication n'est prévue.
Cordialement.",2022-08-02 09:16:05,129,120
312,"Bonjour,
Merci pour votre réponse mais pouvez-vous me dire si les différences entre les deux jeux de données sont conséquentes ?",2022-08-02 09:18:56,129,120
313,"A quelle date le REI 2021 pourra t il être disponible?
Merci de votre réponse",2022-07-18 12:36:32,130,121
314,"Bonjour,
Dans le cadre d'un projet de recherche, j'aimerais avoir accès aux éléments d'imposition à la fiscalité directe locale (REI) par commune de 1994 à 2010. 
Bien cordialement,",2022-06-23 15:14:38,131,17
315,"Bonjour.
Le fichier du REI 2015 me semble erroné (colonnes décalées ou en double, etc.). Est-il possible de vérifier ?",2022-06-15 12:45:17,132,122
316,"Bonjour, savez vous quand le REI millésimé 2021 sera disponible ?",2022-05-04 09:28:12,133,123
317,"Je ne peux plus accéder au fichier général qui permettait d'avoir accès  aux bases, taux et produits respectifs des quatre taxes communales de toutes communes de France . Puis-je compter sur l'amabilité de quelqu'un pour sur quel site je peux retrouver ces renseignements. ",2022-02-21 17:01:50,134,124
318,"Le fichier ""tracé"" mis à disposition dans le fichier zip est moins complet que celui disponible ici : https://data.ofgl.fr/explore/dataset/rei-trace-2020/table/?disjunctive.dispositif_fiscal&disjunctive.categorie&disjunctive.destinataire

Les colonnes supplémentaires sont ""destinataire"", ""catégorie"" et ""dispositif fiscal"". Celles-ci participant grandement à la compréhension de l'ensemble, je suggère que ce fichier soit plutôt ajouté de manière séparée en tant que ressource/documentation.

Bien cordialement",2022-02-10 10:53:16,135,117
319,"D'ailleurs, bien du temps perdu plus tard, je m'aperçois qu'il vaut mieux utiliser directement ce fichier : https://data.ofgl.fr/explore/dataset/rei-2020/table/?disjunctive.libreg&disjunctive.libdep&disjunctive.gfp_ept&disjunctive.libcom&disjunctive.optepci&disjunctive.forjepci&disjunctive.strate&disjunctive.dispositif_fiscal&disjunctive.categorie&disjunctive.destinataire&disjunctive.varlib&disjunctive.var

On se demande à quoi sert cette page...
",2022-02-10 12:15:44,135,117
320,"Cette page comporte le fichier ""source"" du REI. L'OFGL ne met à disposition du public ce fichier que depuis très récemment.",2022-05-04 09:27:19,135,117
321,"Bonjour, les chiffres de l'IFER ne correspondent pas à la réalité. Avez-vous l'exhaustitivité des données ? CC Presqu'ile Coeur de Médoc : attendu 301.466 € sur votre fichier 50.402 € Merci
",2021-12-01 18:33:02,136,125
322,"Bonjour, dans le cadre de simulations de la taxe GEMAPI, j'ai besoin de recenser la taxe foncière, la taxe d'habitation et la cotisation foncière des entreprises de différents EPCI ; je m'interroge sur les 3 variables à utiliser dans le tableau REI 2020.
Par avance merci",2021-08-09 15:13:04,137,126
323,"Bonjour 
quand ou ou est il possible d'avoir les taux d'imposition en fiscalité directe locale au titre de l'année  2020? 

je vous remercie pour votre réponse

Bien cordialement 
",2021-03-29 10:27:52,138,127
324,"bonjour
je recherche les dernières données disponibles sur la taxe GEMAPI (statistique nationale et données regionales BFC , pourriez vous m'indiquer ou les trouver? avez vous des données 2020?",2021-03-07 19:21:08,139,128
325,"Les données de la colonne GC devraient correspondre à la base nette TH. Toutefois, les montants ne correspondent pas à l'état 1288 notifié aux Communes ? Y a t-il d'autres montants à additionner pour obtenir la base nette TH ?",2021-01-05 14:32:45,140,129
326,"Bonjour,
Il serait intéressant de pouvoir bénéficier d'une version agrégée au niveau intercommunal des fichiers REI
En effet, du fait du secret statistique, la somme des données communales d'un EPCI comprenant de nombreuses petites communes, notamment les données relatives à la fiscalité professionnelle, abouti à une sous-estimation parfois très significative de la fiscalité du territoire le l'EPCI.
Merci.",2020-11-06 14:01:18,141,130
327,"Serait-il possible d'avoir accès aux données REI antérieures à 2009? Si oui, par quel moyen? De préférence je recherche des données de 1994 à 2009. Merci par avance.",2020-09-17 16:11:36,142,131
328,"Bonjour,

Pouvez-vous me dire quand sera disponible le REI 2019 ?
Merci.",2020-06-22 15:41:43,143,120
329,"Bonjour

Meme question : je suis a la recherche du REI 2020 ou 2019. J'ai l'impression que le site data.gouv ne reçoit plus beaucoup de mises à jour... Déjà obsolète la loi pour une république numérique?",2020-07-02 11:25:39,143,120
330,"Bonjour, je recherche les données 2019 des REI. Savez vous la date de publication. Bien cordialement",2020-06-04 11:38:32,144,132
331,"Bonjour,

Afin d’effectuer des analyses à la commune ou à l’EPCI, est-il possible de bénéficier du fichier REI non anonymisé ?

Je relève des écarts entre le fichier REI2018 (anonymisé) et le fichier tab410bis_2018 (voir : https://www.data.gouv.fr/fr/datasets/annuaire-statistique/), a priori non soumis au secret statistique. 

Par exemple, si je somme les variables CVAEPCOM, CVAEPGFP, CVAEPDEP et CVAEPREG du fichier REI2018, je retrouve le même montant que dans le fichier tab410bis_2018 pour les départements les plus denses (75, 92, 93, …) mais j’observe des écarts plus importants pour d’autres départements. 
Les analyses ne seraient donc valables que pour les départements les plus denses.

Je vous remercie par avance pour votre retour, 

Cordialement,

Nicolas ALLINE",2020-04-28 11:48:17,145,133
332,"Bonjour

Pourriez vous me préciser à quelle échéance ce fichier sera t'il en ligne. Je vous remercie.",2020-02-26 15:45:58,146,134
333,"Bonjour,

Nous vous invitons à vous reporter au calendrier prévisionnel des publications des statistiques de la DGFiP sur impots.gouv.fr (https://www.impots.gouv.fr/portail/calendrier-previsionnel-de-publication-des-statistiques)",2020-03-03 10:00:33,146,134
334,"Bonjour,
Le lien ci-dessous indique une publication au 28 mai mais aujourd'hui 6 juillet toujours rien.
Merci pour votre retour.",2020-07-06 09:54:01,146,134
335,"Bonjour,
Les libellés des variables sont disponibles dans le 'Tracé du fichier REI' sur impots.gouv.fr , mais les variables n'y sont pas décrites avec une caractéristique formelle structurée.
Pourriez-vous donc me communiquer le fichier des métadonnées pour les REI 2017 et 2018, s'il-vous-plaît ?",2019-11-25 10:06:16,147,135
336,"Bonjour, 
pourriez-vous me communiquer la version 2019 du fichier ""Déliberations, bases, taux, produits à l'échelon communal ou intercommunal"" ?
Merci, Cordialement",2019-09-25 04:41:45,148,136
337,"Madame, Monsieur,
Comment trouver la définition des variables REI dont certaines sont apparues en 2018 ?
Merci par avance de votre retour.
Cordialement.",2019-07-09 07:46:09,149,137
338,"Bonjour,
Pourriez vous s'il vous plait  rajouter la feuille avec les variables 2018.
Merci!",2019-05-29 10:46:13,150,138
339,"Une information importante pour nous est absente de ce fichier. Il s’agit du barème applicable pour la base minimale de cotisation foncière des entreprises en fonction des différents seuils de chiffre d'affaires.

Vous serait-il possible d'ajouter cette information au REI qui par ailleurs est extrêmement complet ?

Merci
",2019-02-11 11:40:20,151,139
340,ou trouver la description des variables ?,2018-09-25 09:41:49,152,140
341,"Dans le REI 2017,il n'y a pas de variable correspondant au taux de majoration (voté ou ajusté) appliqué à la taxe d'habitation sur résidence secondaire (jusqu'en 2016, = 20% pour les communes ayant voté cette majoration, à partir de 2017, de 5% à 60%). Il manque aussi le taux global 2000 modifié. Ces deux variables sont introuvables en ligne, de manière consolidée pour l'ensemble des communes. Merci",2018-07-30 11:44:39,153,141
342,"Bonjour,

Je propose ce nouveau mot-clé : fiscalité locale",2018-05-07 09:43:18,154,142
343,Bonjour. En comparant le montant des produits au niveau national de la TASCOM sur le guide statistique de la fiscalité directe locale 2015 et ceux du REI 2015 (communes + GFP) je trouve 737 millions d'euros contre 641 millions d'euros. Où sont passés les 96 millions manquants?,2018-04-28 13:04:40,155,143
344,"problème quand le champ q03 contient des virgules; il est alors entre quotes mais ni excel ni sas interprètent correctement l'info et la ligne est entièrement décalée ??
Quelqu'un a-t-il une astuce pour s'en sortir SVP ?
HD",2017-12-19 14:58:39,156,144
345,L'URL https://www.impots.gouv.fr/portail/www2/fichiers/statistiques/base_de_donnees/rei/rei_2016.zip renvoie bien un zip mais n'est pas listé ici.,2017-10-18 19:56:46,157,145
346,"Attention l’ordre des colonnes dans le fichier ne correspond pas à l'ordre des colonnes annoncées dans la listes des variables pour 2013,2014,2015. En effet trois colonnes LIBDEP,LIBREG,IDCOM figurent à une position différente qu'indiquée dans le fichier des variables. Cette erreur est relativement facile à rattraper et a apparemment été corrigée dans la livraison 2016.
",2017-10-18 15:14:55,158,146
347,"Bonjour, Comment faire pour obtenir le jeu de données des déclarations nationales de revenus des années 2020 à  2022. Les informations s'arrêtent en 2019. Merci de m'indiquer la procédure ou le service à contacter pour obtenir les données SVP",2023-10-24 19:08:26,159,147
348,"Bonjour, Je n'arrive pas à accéder aux fichiers telechargeables des données nationales avant les années 2018. 
Les liens (y compris stables) ne sont plus actifs. Pourriez-vous les rétablir svp? 
Anne",2023-03-08 11:56:56,160,148
349,"Bonjour,

Pourquoi est-il impossible de telecharger l'ensemble des declarations prealables a 2014 (toutes indiquees comme ""indisponibles"")?

Bien cordialement,

AL",2022-11-01 01:13:14,161,149
350,"Bonjour,
J'ai plusieurs demandes :
- D'abord une vérification : quand par exemple il est indiqué Ressources 2018, il s'agit bien des données de l'IR déclarées en 2019 et couvrant l'année 2018?
- Il est impossible de télécharger les fichiers ressources 2011 en nombre et en valeur (le serveur tombe en erreur)
- Les données Ressources 2016 en nombre et en valeur sont manquantes.
- quand seront publiées les données 2019 et 2020 ?
Merci de votre retour,
Bien cordialement
Hubert d'Erceville",2021-12-07 16:04:56,162,150
351,"Bonjour , j ai déménager depuis aout 2016 j ai donc fait mon changement d'adresse au centre des impôts de st renan 29290 et depuis je ne reçois plus mes déclarations hors pour mes démarche administratif j en est besoin , comment dois je fair pour les avoirs ? ",2019-08-28 14:38:18,163,151
352,"Bonjour Madame,
Le mieux est de vous adresser à votre service des impôts via la messagerie de impots.gouv.fr. Ce sont les personnes compétentes pour vous aider. Cordialement.",2019-08-28 14:41:33,163,151
353,"Tous les documents sont des PDF, donc un format non-réutilisable",2014-09-08 16:03:05,164,152
354,"Bonjour, 
Quand est-ce que vous mettrez à disposition la méthodologie de calcul des agrégats AEFF pour l'année 2022 ?
Merci",2023-10-23 14:58:17,165,153
355,"Bonjour,
Le fichier Fantoir de juillet 2023 ne semble pas disponible. Sa parution est prévue pour quelle date ?
Cordialement",2023-10-19 08:38:47,166,154
356,"Bonjour,
à compter de juillet 2023, le fichier Fantoir est remplacé par un fichier intitulé TOPO. Il sera prochainement mis en ligne sur le site data.gouv.
Cordialement,",2023-10-30 10:16:54,166,154
357,discussion close,2023-10-31 18:13:07,166,154
358,"Bonjour, concernant la voie Voie 75	7	115	B124 Nicole de Hauteclocque il manque un C devant le Q (notée ""hautecloque"" dans le Fantoir).
Malheureusement je ne trouve pas d'arrêté de dénomination. Mais on a bien un C au cadastre (parcelle DL 87) et aux médailles ( https://www.memoiredeshommes.sga.defense.gouv.fr/fr/arkotheque/client/mdh/base_resistants/detail_fiche.php?ref=2904328 ; https://www.memoiredeshommes.sga.defense.gouv.fr/fr/arkotheque/client/mdh/medailles_resistance/detail_fiche.php?ref=3301404 ).
Cordialement",2023-09-18 12:51:46,167,155
359,"Bonjour, 
comment utiliser ce fichier dans un tableau calc ou une base de donnée ?
calc ne peut pas l'ouvrir intégralement car il est trop gros.
ces largeurs fixes sont inexploitables dans les BDD.
il faudrait au moins que les champs soient séparés par des tabulations par exemple, ou des virgules ou points virgules.
Bref comment exploiter un tel fichier ?
D'autre part, comment différencier ce qui est de voirie ou lotissement de ce qui est pur lieux-dits ?",2023-09-06 09:43:31,168,156
360,"Bonjour,
le fichier mis en ligne est un fichier texte. Il peut être lu et utilisé avec n'importe quel éditeur de texte (Bloc-notes, Wordpad, LibreOffice Writer, Notepad++, etc).
Notepad++ , qui est un logiciel libre, permet notamment, eu égard à la taille du fichier, de récupérer aisément l'ensemble du fichier national.
Pour disposer de fichiers départementaux plus légers, vous pouvez utilement vous rendre sur le site www.collectivites-locales.gouv.fr, rubrique Compétences > Aménager mon territoire > Cadastre.
Pour des recherches ponctuelles ou le téléchargement de fichiers communaux au format csv vous avez la possibilité d'utiliser l'outil ""L'explorateur Fantoir"" disponible sur le site www.adresse.data.gouv.fr (rubrique Utilisateurs > Consulter les outils).

Concernant votre seconde interrogation, le descriptif du fichier Fantoir mis en ligne donne la présentation fonctionnelle du fichier. Les voies, ensembles immobiliers (voies situées dans des lotissements ou copropriétés), lieux-dits, pseudos voies et voies provisoires sont distinguées par un caractère spécifique (le première caractère) dans le code RIVOLI.

Cordialement",2023-09-08 07:53:06,168,156
361,Pouvez-vous le reparer ? Merci,2022-07-02 23:08:58,169,157
362,"Bonjour,
Le dernier fichier Fantoir, en situation avril 2022, est disponible et téléchargeable en page 2.
Les fichiers Fantoir anciens ne sont, pour certains, plus disponibles.
Cordialement,",2022-07-04 11:11:57,169,157
363,"Bonjour, je ne parlais pas du lien vers le fichier Fantoir, mais vers la description du fichier Fantoir (le pdf). Ce lien ne fonctionne pas. Cordialement ",2022-07-04 13:35:54,169,157
364,"Bonjour,
le lien vers le descriptif du fichier Fantoir est de nouveau fonctionnel.
Cordialement,",2022-07-05 16:38:25,169,157
365,"Bonjour,

  Effectivement ! Merci pour votre réactivité. 

Cordialement",2022-07-05 17:08:04,169,157
366,discussion close,2022-07-05 17:10:50,169,157
367,"Bonjour,

Savez-vous quand le fichier FANTOIR d'avril 2022 sera disponible ?",2022-04-28 14:11:08,170,158
368,"Bonjour,
la publication des fichiers Fantoir a lieu tous les trimestres, en février, mai, août et novembre de l'année N.
Pour votre information, le fichier Fantoir d'avril 2022 vient d'être mis en ligne.
Cordialement,",2022-05-06 14:54:20,170,158
369,discussion close,2022-05-09 10:40:22,170,158
370,"Bonjour,
Serait-il possible d'augmenter la fréquence des mises à jour du fantoir sur data.gouv.fr ?
Bien cordialement ",2022-01-11 15:35:08,171,159
371,"Bonjour,
Les informations présentes dans le fichier Fantoir proviennent d'une application informatique qui est implantée dans les services de la DGFiP exerçant des missions cadastrales. Les extractions de ces données sont réalisées de façon trimestrielle par les services informatiques. Il n'est pas prévu d'augmenter la fréquence de mise à jour des fichiers Fantoir.
Cordialement,",2022-01-13 09:26:22,171,159
372,discussion close,2022-01-24 14:04:38,171,159
373,"Bonsoir, nous avons créé une BAL que nous avons publiée sur la BAN.
Est-ce que le fichier FANTOIR va être mis à jour automatiquement, ou devons nous vous envoyer le fichier ?
Si oui par quel moyen ?
Merci",2021-12-16 22:44:48,172,160
374,"Bonjour,

A l'aide de quel logiciel peut-on ouvrir et lire ce fichier. Rien d'indiqué sur le site  et il ne semble pas s'ouvrir avec les logiciels de type office.

Cordialement

Michel Mériel",2021-10-22 10:03:03,173,161
375,"Bonjour,
Le fichier Fantoir téléchargé s’ouvre avec 7-zip. Par ailleurs, il s’agit de fichiers texte (.txt), qui peuvent donc être lus et utilisés avec n’importe quel éditeur de texte (Bloc-notes, WordPad, Excel, Calc, Notepad++, etc.) 
Cordialement,",2021-10-22 12:29:20,173,161
376,"Je vous remercie pour votre réponse. Je savais déjà qu'Excel ne voulait pas l'ouvrir, ainsi que Libreoffice et Openoffice. Je viens  d'essayer avec Notepad++. Réponse : ""fichier trop volumineux pour être ouvert par Notepad++""",2021-10-22 13:53:22,173,161
377,"Nous ne rencontrons pas ce problème de notre côté.
Une fois dézippé, nous pouvons ouvrir le fichier Fantoir avec Notepad ++ (v7.9.5).",2021-10-22 16:44:38,173,161
378,"Bonjour,

J'ai la version 8.1.5.

Cordialement

Michel Mériel",2021-10-22 16:58:37,173,161
379,"Effectivement, cela fonctionne avec la version 7 de Notepad.",2021-10-22 17:09:24,173,161
380,discussion close,2021-11-02 14:58:17,173,161
381,"Est-il possible de faire la jointure entre ancien et nouveau libellé d'une voie transférée avec le fichier Fantoir ? Sinon, y à-t-il d'autres sources de données à utiliser pour faire ça. ",2021-09-15 12:22:28,174,162
382,"Bonjour,
le descriptif du fichier Fantoir constitue une aide quant à l'exploitation des informations publiées.
Le caractère d'annulation d'une voie y est mentionné avec l'indication du transfert ou non. En revanche, la correspondance ancienne/nouvelle dénomination d'une voie n'y figure pas.
Cordialement,",2021-09-16 10:56:34,174,162
